name;measure;value_2020;value_2021;value_2022;value_2023;rank_2020;rank_2021;rank_2022;rank_2023;matrix_class_2020;matrix_class_2021;matrix_class_2022;matrix_class_2023
Suzuki Motor;profits_m;1235.0;1381.0;1427.0;1634.0;315.0;265.0;342.0;293.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Suzuki Motor;revenues_m;32086.0;29981.0;31765.0;34292.0;388.0;411.0;449.0;438.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Swiss Re;assets_m;238567.0;182622.0;181567.0;170676.0;124.0;159.0;157.0;157.0;"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Swiss Re;employees;15401.0;13189.0;13985.0;14408.0;457.0;474.0;465.0;455.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Swiss Re;profits_m;727.0;-878.0;1437.0;472.0;354.0;445.0;339.0;397.0;"]90% ; 100%]";<=0;"]90% ; 100%]";"]90% ; 100%]"
Swiss Re;revenues_m;49314.0;43338.0;46739.0;45998.0;233.0;268.0;296.0;314.0;"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
Sysco;assets_m;17967.0;22628.0;21414.0;22086.0;468.0;464.0;464.0;458.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Sysco;employees;69000.0;57000.0;57710.0;70510.0;319.0;344.0;335.0;301.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Sysco;profits_m;1674.0;216.0;524.0;1359.0;275.0;389.0;413.0;319.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Sysco;revenues_m;60114.0;52893.0;51298.0;68636.0;179.0;199.0;261.0;186.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";"]60% ; 70%]"
TD Synnex;assets_m;0.0;13469.0;27666.0;29734.0;0.0;487.0;445.0;436.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
TD Synnex;employees;0.0;277900.0;27000.0;28500.0;0.0;58.0;428.0;423.0;na_class;"]30% ; 40%]";"]90% ; 100%]";"]90% ; 100%]"
TD Synnex;profits_m;0.0;529.0;395.0;651.0;0.0;352.0;430.0;380.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
TD Synnex;revenues_m;0.0;24676.0;31614.0;62344.0;0.0;489.0;451.0;214.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]70% ; 80%]"
TIAA;assets_m;615042.0;654252.0;698191.0;634457.0;56.0;61.0;56.0;53.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
TIAA;employees;16533.0;14953.0;15065.0;16070.0;452.0;468.0;459.0;451.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
TIAA;profits_m;2460.0;558.0;4061.0;494.0;226.0;348.0;210.0;393.0;"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]"
TIAA;revenues_m;40454.0;41619.0;40526.0;40911.0;304.0;285.0;347.0;364.0;"]80% ; 90%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
TJX;assets_m;24145.0;30814.0;28462.0;28349.0;450.0;440.0;441.0;443.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
TJX;employees;286000.0;320000.0;340000.0;329000.0;61.0;44.0;41.0;45.0;"]40% ; 50%]";"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]"
TJX;profits_m;3272.0;91.0;3283.0;3498.0;195.0;407.0;242.0;216.0;"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]"
TJX;revenues_m;41717.0;32137.0;48550.0;49936.0;291.0;382.0;280.0;283.0;"]70% ; 80%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
Taikang Insurance Group;assets_m;134299.0;173121.0;209345.0;197971.0;186.0;165.0;143.0;137.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Taikang Insurance Group;employees;57372.0;56899.0;58853.0;59011.0;346.0;345.0;333.0;334.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Taikang Insurance Group;profits_m;3212.0;3484.0;3826.0;1615.0;198.0;151.0;214.0;294.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Taikang Insurance Group;revenues_m;29502.0;35476.0;40608.0;34837.0;422.0;343.0;346.0;428.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Taiwan Semiconductor Manufacturing;assets_m;75554.0;98309.0;134420.0;161661.0;268.0;242.0;208.0;165.0;"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]"
Taiwan Semiconductor Manufacturing;employees;51297.0;56831.0;65152.0;73090.0;359.0;346.0;320.0;295.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]"
Taiwan Semiconductor Manufacturing;profits_m;11452.0;17344.0;21209.0;33343.0;41.0;22.0;29.0;16.0;"]40% ; 50%]";"]30% ; 40%]";"]30% ; 40%]";"]20% ; 30%]"
Taiwan Semiconductor Manufacturing;revenues_m;34620.0;45478.0;56837.0;76022.0;360.0;251.0;225.0;168.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]60% ; 70%]"
Takeda Pharmaceutical;assets_m;118637.0;116748.0;108542.0;0.0;210.0;226.0;231.0;0.0;"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Takeda Pharmaceutical;employees;47495.0;47099.0;47347.0;0.0;369.0;376.0;362.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Takeda Pharmaceutical;profits_m;407.0;3547.0;2048.0;0.0;387.0;148.0;293.0;0.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";na_class
Takeda Pharmaceutical;revenues_m;30272.0;30166.0;31771.0;0.0;412.0;408.0;448.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Talanx;assets_m;199332.0;221553.0;224585.0;206073.0;141.0;135.0;132.0;130.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Talanx;employees;21516.0;23527.0;23954.0;23669.0;440.0;445.0;435.0;431.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Talanx;profits_m;1033.0;767.0;1195.0;1233.0;331.0;323.0;355.0;327.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Talanx;revenues_m;44020.0;46788.0;53420.0;56029.0;270.0;241.0;244.0;248.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Target;assets_m;42779.0;51248.0;53811.0;53335.0;381.0;362.0;357.0;353.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Target;employees;368000.0;409000.0;450000.0;440000.0;34.0;21.0;18.0;21.0;"]20% ; 30%]";"]20% ; 30%]";"]10% ; 20%]";"]20% ; 30%]"
Target;profits_m;3281.0;4368.0;6946.0;2780.0;194.0;119.0;127.0;240.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]90% ; 100%]"
Target;revenues_m;78112.0;93561.0;106005.0;109120.0;117.0;78.0;87.0;90.0;"]50% ; 60%]";"]30% ; 40%]";"]40% ; 50%]";"]40% ; 50%]"
Tata Motors;assets_m;42602.0;46916.0;43575.0;40936.0;382.0;379.0;391.0;401.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tata Motors;employees;77990.0;75278.0;73608.0;81811.0;295.0;292.0;295.0;274.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Tata Motors;profits_m;-1703.0;-1812.0;-1536.0;301.0;469.0;455.0;480.0;417.0;<=0;<=0;<=0;"]90% ; 100%]"
Tata Motors;revenues_m;37242.0;34013.0;37797.0;43661.0;335.0;357.0;370.0;335.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Tata Steel;assets_m;0.0;0.0;37622.0;0.0;0.0;0.0;415.0;0.0;na_class;na_class;"]90% ; 100%]";na_class
Tata Steel;employees;0.0;0.0;72551.0;0.0;0.0;0.0;301.0;0.0;na_class;na_class;"]80% ; 90%]";na_class
Tata Steel;profits_m;0.0;0.0;5391.0;0.0;0.0;0.0;169.0;0.0;na_class;na_class;"]80% ; 90%]";na_class
Tata Steel;revenues_m;0.0;0.0;32861.0;0.0;0.0;0.0;435.0;0.0;na_class;na_class;"]90% ; 100%]";na_class
Tech Data;assets_m;13269.0;0.0;0.0;0.0;483.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Tech Data;employees;15000.0;0.0;0.0;0.0;459.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Tech Data;profits_m;375.0;0.0;0.0;0.0;394.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Tech Data;revenues_m;36998.0;0.0;0.0;0.0;339.0;0.0;0.0;0.0;"]80% ; 90%]";na_class;na_class;na_class
Telefónica;assets_m;133428.0;128561.0;124175.0;116988.0;191.0;213.0;217.0;210.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Telefónica;employees;113819.0;112797.0;104150.0;103651.0;202.0;198.0;220.0;219.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Telefónica;profits_m;1278.0;1803.0;9621.0;2115.0;310.0;237.0;84.0;269.0;"]90% ; 100%]";"]90% ; 100%]";"]60% ; 70%]";"]90% ; 100%]"
Telefónica;revenues_m;54197.0;49083.0;46439.0;42063.0;201.0;223.0;300.0;353.0;"]60% ; 70%]";"]60% ; 70%]";"]80% ; 90%]";"]80% ; 90%]"
Tencent Holdings;assets_m;136955.0;204356.0;253832.0;228808.0;184.0;141.0;122.0;121.0;"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
Tencent Holdings;employees;62885.0;85858.0;112771.0;108436.0;332.0;263.0;202.0;209.0;"]90% ; 100%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
Tencent Holdings;profits_m;13507.0;23166.0;34854.0;27984.0;31.0;13.0;11.0;21.0;"]30% ; 40%]";"]20% ; 30%]";"]20% ; 30%]";"]30% ; 40%]"
Tencent Holdings;revenues_m;54613.0;69864.0;86836.0;82440.0;197.0;132.0;121.0;147.0;"]60% ; 70%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
Tesco;assets_m;66795.0;63984.0;66219.0;55843.0;289.0;324.0;323.0;347.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tesco;employees;293963.0;242911.0;231223.0;222306.0;55.0;76.0;82.0;87.0;"]30% ; 40%]";"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]"
Tesco;profits_m;1240.0;7948.0;2032.0;903.0;314.0;59.0;296.0;362.0;"]90% ; 100%]";"]50% ; 60%]";"]90% ; 100%]";"]90% ; 100%]"
Tesco;revenues_m;82700.0;81248.0;84192.0;79687.0;103.0;99.0;126.0;156.0;"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]";"]50% ; 60%]"
Tesla;assets_m;0.0;52148.0;62131.0;82338.0;0.0;356.0;332.0;271.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tesla;employees;0.0;70757.0;99290.0;127855.0;0.0;309.0;233.0;174.0;na_class;"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]"
Tesla;profits_m;0.0;721.0;5519.0;12556.0;0.0;331.0;164.0;60.0;na_class;"]90% ; 100%]";"]70% ; 80%]";"]50% ; 60%]"
Tesla;revenues_m;0.0;31536.0;53823.0;81462.0;0.0;391.0;242.0;152.0;na_class;"]90% ; 100%]";"]70% ; 80%]";"]50% ; 60%]"
Thermo Fisher Scientific;assets_m;58381.0;69052.0;95123.0;97154.0;311.0;304.0;254.0;233.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Thermo Fisher Scientific;employees;75000.0;84362.0;129000.0;130000.0;300.0;267.0;172.0;170.0;"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
Thermo Fisher Scientific;profits_m;3696.0;6375.0;7725.0;6950.0;167.0;75.0;110.0;116.0;"]80% ; 90%]";"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]"
Thermo Fisher Scientific;revenues_m;25542.0;32218.0;39211.0;44915.0;495.0;379.0;355.0;326.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
ThyssenKrupp;assets_m;39761.0;42766.0;42612.0;36671.0;396.0;399.0;398.0;415.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
ThyssenKrupp;employees;162372.0;103598.0;101275.0;96494.0;130.0;216.0;225.0;237.0;"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]"
ThyssenKrupp;profits_m;-343.0;10725.0;-137.0;1229.0;454.0;39.0;467.0;328.0;<=0;"]40% ; 50%]";<=0;"]90% ; 100%]"
ThyssenKrupp;revenues_m;47358.0;39659.0;40648.0;44502.0;248.0;298.0;344.0;328.0;"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Tokio Marine Holdings;assets_m;233682.0;232960.0;224412.0;208677.0;128.0;132.0;133.0;129.0;"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Tokio Marine Holdings;employees;41101.0;43257.0;43048.0;43217.0;389.0;387.0;376.0;373.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tokio Marine Holdings;profits_m;2389.0;1526.0;3743.0;2781.0;229.0;255.0;222.0;239.0;"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]"
Tokio Marine Holdings;revenues_m;50270.0;51517.0;52199.0;49119.0;226.0;208.0;253.0;288.0;"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]";"]80% ; 90%]"
Tokyo Electric Power;assets_m;110649.0;109341.0;105869.0;102178.0;220.0;234.0;235.0;224.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tokyo Electric Power;employees;37892.0;37891.0;37939.0;38007.0;395.0;400.0;394.0;390.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tokyo Electric Power;profits_m;466.0;1706.0;50.0;-913.0;382.0;242.0;463.0;471.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";<=0
Tokyo Electric Power;revenues_m;57407.0;55343.0;47269.0;57616.0;188.0;187.0;290.0;241.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]"
TongLing Nonferrous Metals Group;assets_m;12549.0;14266.0;14621.0;14646.0;485.0;485.0;483.0;485.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
TongLing Nonferrous Metals Group;employees;22860.0;22501.0;20164.0;21797.0;436.0;449.0;448.0;439.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
TongLing Nonferrous Metals Group;profits_m;-65.0;-26.0;50.0;5.0;439.0;418.0;463.0;459.0;<=0;<=0;"]90% ; 100%]";"]90% ; 100%]"
TongLing Nonferrous Metals Group;revenues_m;27819.0;30301.0;35511.0;34590.0;454.0;406.0;400.0;433.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tongwei Group;assets_m;0.0;0.0;0.0;23181.0;0.0;0.0;0.0;453.0;na_class;na_class;na_class;"]90% ; 100%]"
Tongwei Group;employees;0.0;0.0;0.0;42381.0;0.0;0.0;0.0;374.0;na_class;na_class;na_class;"]90% ; 100%]"
Tongwei Group;profits_m;0.0;0.0;0.0;1637.0;0.0;0.0;0.0;292.0;na_class;na_class;na_class;"]90% ; 100%]"
Tongwei Group;revenues_m;0.0;0.0;0.0;31944.0;0.0;0.0;0.0;473.0;na_class;na_class;na_class;"]90% ; 100%]"
Toronto-Dominion Bank;assets_m;1076921.0;1286834.0;1394315.0;1406019.0;29.0;27.0;28.0;29.0;"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]"
Toronto-Dominion Bank;employees;89031.0;89598.0;89464.0;94945.0;263.0;258.0;258.0;241.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Toronto-Dominion Bank;profits_m;8781.0;8841.0;11367.0;13535.0;61.0;49.0;70.0;53.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
Toronto-Dominion Bank;revenues_m;44502.0;39900.0;38275.0;48700.0;266.0;296.0;366.0;292.0;"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
Toshiba;assets_m;31308.0;31651.0;30760.0;0.0;429.0;434.0;436.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Toshiba;employees;125648.0;117300.0;116224.0;0.0;185.0;192.0;198.0;0.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";na_class
Toshiba;profits_m;-1054.0;1075.0;1733.0;0.0;460.0;300.0;317.0;0.0;<=0;"]90% ; 100%]";"]90% ; 100%]";na_class
Toshiba;revenues_m;31179.0;28813.0;29705.0;0.0;400.0;419.0;480.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
TotalEnergies;assets_m;273294.0;266132.0;293458.0;303864.0;113.0;121.0;112.0;96.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
TotalEnergies;employees;107776.0;105476.0;101309.0;101279.0;213.0;213.0;224.0;228.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]"
TotalEnergies;profits_m;11267.0;-7242.0;16032.0;20526.0;42.0;474.0;47.0;27.0;"]40% ; 50%]";<=0;"]40% ; 50%]";"]30% ; 40%]"
TotalEnergies;revenues_m;176249.0;119704.0;184634.0;263310.0;25.0;52.0;27.0;20.0;"]20% ; 30%]";"]30% ; 40%]";"]20% ; 30%]";"]10% ; 20%]"
Toyota Motor;assets_m;487466.0;562994.0;557522.0;559765.0;70.0;66.0;64.0;56.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Toyota Motor;employees;359542.0;366283.0;372817.0;375235.0;36.0;30.0;30.0;36.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]30% ; 40%]"
Toyota Motor;profits_m;19096.0;21180.0;25371.0;18110.0;18.0;17.0;19.0;34.0;"]20% ; 30%]";"]30% ; 40%]";"]20% ; 30%]";"]40% ; 50%]"
Toyota Motor;revenues_m;275288.0;256722.0;279338.0;274491.0;10.0;9.0;13.0;19.0;"]10% ; 20%]";"]0% ; 10%]";"]10% ; 20%]";"]10% ; 20%]"
Toyota Tsusho;assets_m;42058.0;47270.0;50598.0;48042.0;385.0;378.0;367.0;372.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Toyota Tsusho;employees;66067.0;64402.0;65218.0;66944.0;324.0;324.0;319.0;318.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Toyota Tsusho;profits_m;1247.0;1270.0;1978.0;2099.0;313.0;281.0;303.0;270.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Toyota Tsusho;revenues_m;61570.0;59517.0;71465.0;72760.0;177.0;167.0;172.0;176.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Trafigura Group;assets_m;54151.0;56986.0;90066.0;98634.0;330.0;342.0;267.0;230.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Trafigura Group;employees;5106.0;8619.0;9031.0;12347.0;484.0;485.0;478.0;462.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Trafigura Group;profits_m;872.0;1699.0;3100.0;6994.0;340.0;243.0;245.0;113.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]70% ; 80%]"
Trafigura Group;revenues_m;171474.0;146994.0;231308.0;318476.0;27.0;31.0;19.0;12.0;"]20% ; 30%]";"]20% ; 30%]";"]10% ; 20%]";"]10% ; 20%]"
Travelers;assets_m;110122.0;116764.0;120466.0;115717.0;222.0;225.0;221.0;212.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]"
Travelers;employees;30800.0;30294.0;30492.0;32175.0;413.0;425.0;420.0;414.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Travelers;profits_m;2622.0;2697.0;3662.0;2842.0;223.0;187.0;225.0;236.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Travelers;revenues_m;31581.0;31981.0;34816.0;36884.0;397.0;384.0;410.0;406.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Truist Financial;assets_m;0.0;509228.0;0.0;0.0;0.0;73.0;0.0;0.0;na_class;"]60% ; 70%]";na_class;na_class
Truist Financial;employees;0.0;53638.0;0.0;0.0;0.0;350.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Truist Financial;profits_m;0.0;4482.0;0.0;0.0;0.0;116.0;0.0;0.0;na_class;"]70% ; 80%]";na_class;na_class
Truist Financial;revenues_m;0.0;24427.0;0.0;0.0;0.0;495.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Tsingshan Holding Group;assets_m;10122.0;13205.0;18129.0;20139.0;491.0;488.0;475.0;471.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tsingshan Holding Group;employees;70426.0;75102.0;85553.0;100982.0;314.0;293.0;263.0;230.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Tsingshan Holding Group;profits_m;826.0;1129.0;2386.0;1457.0;344.0;297.0;275.0;307.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tsingshan Holding Group;revenues_m;38012.0;42448.0;54574.0;54711.0;327.0;279.0;238.0;256.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Tyson Foods;assets_m;33097.0;34456.0;36309.0;36821.0;423.0;429.0;419.0;414.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Tyson Foods;employees;141000.0;139000.0;137000.0;142000.0;157.0;159.0;161.0;156.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Tyson Foods;profits_m;2022.0;2061.0;3047.0;3238.0;248.0;215.0;250.0;222.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Tyson Foods;revenues_m;42405.0;43185.0;47049.0;53282.0;286.0;270.0;292.0;264.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
U.S. Bancorp;assets_m;495426.0;553905.0;0.0;0.0;67.0;68.0;0.0;0.0;"]60% ; 70%]";"]60% ; 70%]";na_class;na_class
U.S. Bancorp;employees;69651.0;68108.0;0.0;0.0;317.0;315.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
U.S. Bancorp;profits_m;6914.0;4959.0;0.0;0.0;79.0;101.0;0.0;0.0;"]60% ; 70%]";"]60% ; 70%]";na_class;na_class
U.S. Bancorp;revenues_m;27325.0;25241.0;0.0;0.0;464.0;478.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
U.S. Postal Service;assets_m;25633.0;35904.0;46405.0;46115.0;446.0;422.0;377.0;379.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
U.S. Postal Service;employees;565021.0;569987.0;584902.0;576065.0;10.0;8.0;9.0;9.0;"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]"
U.S. Postal Service;profits_m;-8813.0;-9176.0;-4930.0;56046.0;480.0;477.0;486.0;5.0;<=0;<=0;<=0;"]10% ; 20%]"
U.S. Postal Service;revenues_m;71154.0;73133.0;77041.0;78620.0;141.0;123.0;151.0;159.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]60% ; 70%]"
UBS Group;assets_m;972183.0;1125765.0;1117182.0;1104364.0;36.0;38.0;37.0;34.0;"]40% ; 50%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
UBS Group;employees;68601.0;71551.0;71385.0;72597.0;320.0;305.0;307.0;298.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]"
UBS Group;profits_m;4304.0;6557.0;7457.0;7630.0;137.0;72.0;115.0;102.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
UBS Group;revenues_m;41482.0;39298.0;40638.0;42950.0;292.0;302.0;345.0;345.0;"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
US Foods Holding;assets_m;11288.0;0.0;12521.0;12773.0;489.0;0.0;489.0;488.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
US Foods Holding;employees;28000.0;0.0;28000.0;29000.0;424.0;0.0;427.0;421.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
US Foods Holding;profits_m;385.0;0.0;164.0;265.0;392.0;0.0;452.0;423.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
US Foods Holding;revenues_m;25939.0;0.0;29487.0;34057.0;491.0;0.0;485.0;443.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
USAA;assets_m;173733.0;200348.0;210677.0;204005.0;156.0;144.0;141.0;132.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
USAA;employees;35076.0;35935.0;37335.0;36820.0;398.0;406.0;395.0;395.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
USAA;profits_m;4006.0;3907.0;3300.0;-1296.0;153.0;131.0;240.0;475.0;"]70% ; 80%]";"]70% ; 80%]";"]90% ; 100%]";<=0
USAA;revenues_m;35617.0;36296.0;37470.0;36297.0;353.0;330.0;379.0;414.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Uber Technologies;assets_m;0.0;0.0;0.0;32109.0;0.0;0.0;0.0;427.0;na_class;na_class;na_class;"]90% ; 100%]"
Uber Technologies;employees;0.0;0.0;0.0;32800.0;0.0;0.0;0.0;409.0;na_class;na_class;na_class;"]90% ; 100%]"
