name;measure;value_2020;value_2021;value_2022;value_2023;rank_2020;rank_2021;rank_2022;rank_2023;matrix_class_2020;matrix_class_2021;matrix_class_2022;matrix_class_2023
China Minsheng Banking;profits_m;7790.0;4972.0;5330.0;5243.0;70.0;100.0;171.0;153.0;"]50% ; 60%]";"]60% ; 70%]";"]80% ; 90%]";"]80% ; 90%]"
China Minsheng Banking;revenues_m;48528.0;49076.0;50079.0;44582.0;239.0;224.0;273.0;327.0;"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]";"]80% ; 90%]"
China Mobile Communications;assets_m;266190.0;304528.0;337923.0;331724.0;116.0;111.0;99.0;89.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Mobile Communications;employees;457565.0;455721.0;451331.0;452202.0;17.0;19.0;17.0;19.0;"]10% ; 20%]";"]20% ; 30%]";"]10% ; 20%]";"]20% ; 30%]"
China Mobile Communications;profits_m;12145.0;12920.0;14629.0;14718.0;37.0;31.0;54.0;47.0;"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]";"]50% ; 60%]"
China Mobile Communications;revenues_m;108527.0;111826.0;131913.0;139597.0;65.0;56.0;57.0;62.0;"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]"
China National Aviation Fuel Group;assets_m;9712.0;0.0;10848.0;10472.0;493.0;0.0;493.0;495.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
China National Aviation Fuel Group;employees;13705.0;0.0;13877.0;13796.0;462.0;0.0;466.0;457.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
China National Aviation Fuel Group;profits_m;569.0;0.0;430.0;411.0;371.0;0.0;422.0;405.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
China National Aviation Fuel Group;revenues_m;40487.0;0.0;34519.0;31650.0;303.0;0.0;414.0;480.0;"]80% ; 90%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
China National Building Material Group;assets_m;85590.0;91973.0;102682.0;101920.0;254.0;255.0;243.0;225.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China National Building Material Group;employees;204936.0;202844.0;206910.0;208857.0;94.0;102.0;95.0;96.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
China National Building Material Group;profits_m;-105.0;103.0;604.0;629.0;443.0;405.0;404.0;383.0;<=0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China National Building Material Group;revenues_m;57626.0;57115.0;64417.0;56514.0;187.0;177.0;196.0;246.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]"
China National Coal Group;assets_m;56841.0;63259.0;69829.0;70504.0;317.0;325.0;316.0;308.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China National Coal Group;employees;122827.0;131121.0;149898.0;147293.0;188.0;167.0;148.0;154.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
China National Coal Group;profits_m;308.0;485.0;691.0;1877.0;400.0;359.0;394.0;279.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China National Coal Group;revenues_m;25846.0;27105.0;46665.0;41997.0;493.0;450.0;297.0;354.0;"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]"
China National Nuclear;assets_m;119401.0;139810.0;161377.0;166795.0;207.0;197.0;177.0;161.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China National Nuclear;employees;156300.0;183400.0;181100.0;181700.0;134.0;111.0;116.0;118.0;"]60% ; 70%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
China National Nuclear;profits_m;1105.0;1188.0;1186.0;1281.0;323.0;288.0;356.0;323.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China National Nuclear;revenues_m;25975.0;32663.0;38328.0;39054.0;490.0;371.0;364.0;378.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China National Offshore Oil;assets_m;184922.0;193366.0;209375.0;219416.0;152.0;148.0;142.0;125.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China National Offshore Oil;employees;92080.0;80058.0;80957.0;81775.0;256.0;279.0;278.0;275.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China National Offshore Oil;profits_m;6957.0;4802.0;9183.0;16988.0;78.0;104.0;89.0;41.0;"]60% ; 70%]";"]70% ; 80%]";"]60% ; 70%]";"]40% ; 50%]"
China National Offshore Oil;revenues_m;108687.0;83296.0;126920.0;164762.0;64.0;92.0;65.0;42.0;"]30% ; 40%]";"]40% ; 50%]";"]30% ; 40%]";"]20% ; 30%]"
China National Petroleum;assets_m;608086.0;626617.0;660008.0;637223.0;59.0;62.0;58.0;52.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
China National Petroleum;employees;1344410.0;1242245.0;1090345.0;1087049.0;2.0;3.0;3.0;3.0;"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]"
China National Petroleum;profits_m;4443.0;4575.0;9638.0;21080.0;130.0;112.0;83.0;25.0;"]70% ; 80%]";"]70% ; 80%]";"]60% ; 70%]";"]30% ; 40%]"
China National Petroleum;revenues_m;379130.0;283958.0;411693.0;483019.0;4.0;4.0;4.0;5.0;"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]";"]0% ; 10%]"
China North Industries Group;assets_m;61502.0;67420.0;76538.0;75355.0;301.0;313.0;304.0;288.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China North Industries Group;employees;204378.0;212960.0;213957.0;216339.0;95.0;94.0;91.0;93.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
China North Industries Group;profits_m;1284.0;1511.0;1742.0;1788.0;309.0;256.0;316.0;283.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China North Industries Group;revenues_m;68714.0;71018.0;81785.0;82689.0;154.0;127.0;136.0;146.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
China Pacific Insurance (Group);assets_m;219408.0;271418.0;306381.0;315534.0;136.0;118.0;107.0;95.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Pacific Insurance (Group);employees;111247.0;110940.0;107000.0;104502.0;207.0;200.0;213.0;216.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Pacific Insurance (Group);profits_m;4016.0;3563.0;4160.0;3658.0;152.0;146.0;207.0;210.0;"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
China Pacific Insurance (Group);revenues_m;55800.0;61186.0;68313.0;67696.0;193.0;158.0;182.0;191.0;"]60% ; 70%]";"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]"
China Poly Group;assets_m;188479.0;240687.0;273950.0;265106.0;148.0;128.0;117.0;102.0;"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
China Poly Group;employees;100393.0;106403.0;110785.0;118007.0;233.0;209.0;205.0;189.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Poly Group;profits_m;2031.0;1949.0;2035.0;1288.0;247.0;220.0;295.0;322.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Poly Group;revenues_m;57147.0;58072.0;69007.0;67696.0;191.0;174.0;181.0;191.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
China Post Group;assets_m;1518543.0;1811048.0;2073125.0;2131968.0;20.0;20.0;16.0;15.0;"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]"
China Post Group;employees;927171.0;827231.0;748920.0;752547.0;3.0;6.0;6.0;6.0;"]0% ; 10%]";"]10% ; 20%]";"]10% ; 20%]";"]10% ; 20%]"
China Post Group;profits_m;4441.0;4698.0;5983.0;4897.0;131.0;109.0;148.0;163.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]"
China Post Group;revenues_m;89347.0;96304.0;108669.0;110271.0;90.0;74.0;81.0;86.0;"]40% ; 50%]";"]30% ; 40%]";"]40% ; 50%]";"]40% ; 50%]"
China Railway Construction;assets_m;155598.0;190916.0;213452.0;221617.0;170.0;152.0;138.0;124.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China Railway Construction;employees;364907.0;364632.0;366833.0;342098.0;35.0;32.0;34.0;42.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]30% ; 40%]"
China Railway Construction;profits_m;1359.0;1486.0;1704.0;1800.0;301.0;258.0;322.0;282.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Railway Construction;revenues_m;120302.0;131992.0;158203.0;163037.0;54.0;42.0;39.0;43.0;"]30% ; 40%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
China Railway Engineering Group;assets_m;152983.0;185316.0;215913.0;234956.0;173.0;158.0;137.0;117.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]"
China Railway Engineering Group;employees;302394.0;308483.0;310817.0;314792.0;50.0;47.0;46.0;49.0;"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]"
China Railway Engineering Group;profits_m;1535.0;1639.0;1853.0;2035.0;288.0;250.0;312.0;274.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Railway Engineering Group;revenues_m;123324.0;141384.0;166452.0;171669.0;50.0;35.0;34.0;39.0;"]30% ; 40%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
China Reinsurance (Group);assets_m;0.0;69514.0;0.0;0.0;0.0;301.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
China Reinsurance (Group);employees;0.0;63914.0;0.0;0.0;0.0;327.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
China Reinsurance (Group);profits_m;0.0;828.0;0.0;0.0;0.0;316.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
China Reinsurance (Group);revenues_m;0.0;24376.0;0.0;0.0;0.0;496.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
China Resources;assets_m;232277.0;275692.0;318180.0;331830.0;129.0;115.0;105.0;88.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Resources;employees;396456.0;370955.0;362706.0;379944.0;25.0;29.0;35.0;33.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
China Resources;profits_m;3572.0;4330.0;4544.0;4662.0;178.0;121.0;195.0;170.0;"]80% ; 90%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
China Resources;revenues_m;94758.0;99438.0;119601.0;121643.0;79.0;69.0;70.0;74.0;"]40% ; 50%]";"]30% ; 40%]";"]30% ; 40%]";"]40% ; 50%]"
China Resources Land;assets_m;0.0;133186.0;0.0;0.0;0.0;202.0;0.0;0.0;na_class;"]80% ; 90%]";na_class;na_class
China Resources Land;employees;0.0;48414.0;0.0;0.0;0.0;369.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
China Resources Land;profits_m;0.0;4352.0;0.0;0.0;0.0;120.0;0.0;0.0;na_class;"]70% ; 80%]";na_class;na_class
China Resources Land;revenues_m;0.0;26027.0;0.0;0.0;0.0;469.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
China South Industries Group;assets_m;48802.0;54926.0;61762.0;59633.0;348.0;348.0;335.0;337.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China South Industries Group;employees;176326.0;164918.0;162498.0;156613.0;121.0;130.0;136.0;145.0;"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
China South Industries Group;profits_m;988.0;853.0;737.0;1015.0;334.0;314.0;389.0;350.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China South Industries Group;revenues_m;29063.0;34455.0;44374.0;43429.0;432.0;351.0;315.0;339.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China Southern Power Grid;assets_m;134036.0;155172.0;170374.0;166026.0;187.0;178.0;168.0;162.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China Southern Power Grid;employees;283639.0;288974.0;282006.0;271202.0;63.0;52.0;57.0;64.0;"]40% ; 50%]";"]30% ; 40%]";"]30% ; 40%]";"]40% ; 50%]"
China Southern Power Grid;profits_m;1833.0;999.0;1304.0;1516.0;263.0;305.0;348.0;301.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Southern Power Grid;revenues_m;81978.0;83699.0;104119.0;113674.0;105.0;91.0;89.0;83.0;"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]"
China State Construction Engineering;assets_m;294070.0;338033.0;378352.0;386249.0;103.0;94.0;86.0;71.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]60% ; 70%]"
China State Construction Engineering;employees;335038.0;356864.0;368327.0;382492.0;38.0;35.0;32.0;32.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
China State Construction Engineering;profits_m;3333.0;3578.0;4444.0;4234.0;191.0;145.0;198.0;190.0;"]80% ; 90%]";"]70% ; 80%]";"]80% ; 90%]";"]80% ; 90%]"
China State Construction Engineering;revenues_m;205839.0;234425.0;293712.0;305885.0;18.0;13.0;9.0;13.0;"]10% ; 20%]";"]10% ; 20%]";"]0% ; 10%]";"]10% ; 20%]"
China State Shipbuilding;assets_m;0.0;132019.0;139158.0;136965.0;0.0;204.0;200.0;192.0;na_class;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China State Shipbuilding;employees;0.0;218956.0;213849.0;204497.0;0.0;89.0;92.0;99.0;na_class;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
China State Shipbuilding;profits_m;0.0;1875.0;2611.0;2710.0;0.0;229.0;263.0;243.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China State Shipbuilding;revenues_m;0.0;46845.0;53671.0;51799.0;0.0;240.0;243.0;270.0;na_class;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Taiping Insurance Group;assets_m;118439.0;150764.0;177684.0;182634.0;211.0;183.0;162.0;152.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China Taiping Insurance Group;employees;65957.0;65900.0;68441.0;68386.0;326.0;321.0;314.0;311.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Taiping Insurance Group;profits_m;586.0;415.0;473.0;116.0;369.0;364.0;416.0;447.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Taiping Insurance Group;revenues_m;31912.0;35461.0;41091.0;38706.0;390.0;344.0;334.0;382.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
China Telecommunications;assets_m;129343.0;139129.0;155818.0;151749.0;194.0;198.0;183.0;177.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
China Telecommunications;employees;401965.0;400945.0;394600.0;392726.0;23.0;26.0;25.0;30.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
China Telecommunications;profits_m;1803.0;1886.0;1935.0;2061.0;265.0;225.0;305.0;272.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China Telecommunications;revenues_m;67365.0;71401.0;83596.0;87166.0;158.0;126.0;131.0;132.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
China United Network Communications;assets_m;81001.0;89268.0;93400.0;93471.0;260.0;261.0;257.0;244.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China United Network Communications;employees;243790.0;242121.0;242661.0;244508.0;77.0;77.0;77.0;73.0;"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]"
China United Network Communications;profits_m;721.0;800.0;978.0;1085.0;355.0;318.0;366.0;344.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
China United Network Communications;revenues_m;42052.0;44034.0;50828.0;52766.0;289.0;260.0;267.0;265.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Vanke;assets_m;248360.0;286474.0;305205.0;254765.0;122.0;114.0;108.0;110.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
China Vanke;employees;131505.0;140565.0;139494.0;131817.0;171.0;155.0;159.0;166.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]"
China Vanke;profits_m;5627.0;6017.0;3492.0;3362.0;100.0;81.0;232.0;219.0;"]60% ; 70%]";"]60% ; 70%]";"]80% ; 90%]";"]80% ; 90%]"
China Vanke;revenues_m;53253.0;60741.0;70198.0;74901.0;208.0;160.0;178.0;173.0;"]60% ; 70%]";"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]"
Christian Dior;assets_m;105315.0;129744.0;139119.0;140792.0;228.0;210.0;201.0;188.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Christian Dior;employees;149685.0;139409.0;162254.0;180597.0;144.0;158.0;137.0;120.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Christian Dior;profits_m;3288.0;2203.0;5848.0;6097.0;193.0;204.0;153.0;129.0;"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
Christian Dior;revenues_m;60071.0;50878.0;75924.0;83283.0;180.0;210.0;156.0;143.0;"]60% ; 70%]";"]60% ; 70%]";"]50% ; 60%]";"]50% ; 60%]"
Chubb;assets_m;176943.0;190774.0;200054.0;199144.0;154.0;153.0;146.0;135.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Chubb;employees;33000.0;31000.0;31000.0;34000.0;405.0;424.0;419.0;403.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Chubb;profits_m;4454.0;3533.0;8539.0;5313.0;128.0;149.0;95.0;151.0;"]70% ; 80%]";"]80% ; 90%]";"]60% ; 70%]";"]80% ; 90%]"
Chubb;revenues_m;34186.0;35994.0;40963.0;43166.0;364.0;333.0;338.0;340.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Chubu Electric Power;assets_m;50901.0;51414.0;0.0;0.0;340.0;359.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Chubu Electric Power;employees;28448.0;28238.0;0.0;0.0;422.0;435.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Chubu Electric Power;profits_m;1504.0;1389.0;0.0;0.0;289.0;264.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Chubu Electric Power;revenues_m;28200.0;27690.0;0.0;0.0;452.0;439.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Cigna;assets_m;155774.0;155451.0;154889.0;143932.0;169.0;176.0;185.0;184.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Cigna;employees;73700.0;72963.0;72963.0;70231.0;303.0;301.0;300.0;303.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Cigna;profits_m;5104.0;8458.0;5365.0;6668.0;111.0;52.0;170.0;125.0;"]60% ; 70%]";"]50% ; 60%]";"]80% ; 90%]";"]70% ; 80%]"
Cigna;revenues_m;153566.0;160401.0;174078.0;180516.0;32.0;28.0;30.0;35.0;"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]";"]20% ; 30%]"
Cisco Systems;assets_m;97793.0;94853.0;97497.0;94002.0;239.0;251.0;251.0;241.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Cisco Systems;employees;75900.0;77500.0;79500.0;83300.0;299.0;288.0;283.0;267.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Cisco Systems;profits_m;11621.0;11214.0;10591.0;11812.0;39.0;35.0;73.0;66.0;"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]";"]50% ; 60%]"
Cisco Systems;revenues_m;51904.0;49301.0;49818.0;51557.0;211.0;221.0;274.0;272.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]"
Citigroup;assets_m;1951158.0;2260090.0;2291413.0;2416676.0;16.0;14.0;14.0;12.0;"]30% ; 40%]";"]20% ; 30%]";"]30% ; 40%]";"]20% ; 30%]"
Citigroup;employees;200000.0;210153.0;221768.0;238104.0;97.0;98.0;84.0;76.0;"]50% ; 60%]";"]50% ; 60%]";"]40% ; 50%]";"]40% ; 50%]"
Citigroup;profits_m;19401.0;11047.0;21952.0;14845.0;16.0;37.0;26.0;45.0;"]20% ; 30%]";"]40% ; 50%]";"]30% ; 40%]";"]40% ; 50%]"
Citigroup;revenues_m;103449.0;88839.0;79865.0;101078.0;70.0;82.0;141.0;99.0;"]30% ; 40%]";"]40% ; 50%]";"]50% ; 60%]";"]40% ; 50%]"
Coca-Cola;assets_m;86381.0;87296.0;94354.0;92763.0;252.0;263.0;256.0;245.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Coca-Cola;employees;86200.0;80300.0;79000.0;82500.0;273.0;277.0;284.0;269.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Coca-Cola;profits_m;8920.0;7747.0;9771.0;9542.0;59.0;61.0;80.0;82.0;"]50% ; 60%]";"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]"
Coca-Cola;revenues_m;37266.0;33014.0;38655.0;43004.0;333.0;370.0;359.0;342.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Coles Group;assets_m;6860.0;12641.0;13583.0;0.0;496.0;489.0;486.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Coles Group;employees;113000.0;118000.0;120000.0;0.0;203.0;191.0;188.0;0.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";na_class
Coles Group;profits_m;1026.0;656.0;750.0;0.0;332.0;336.0;388.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Coles Group;revenues_m;30601.0;25325.0;29056.0;0.0;405.0;477.0;493.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Comcast;assets_m;263414.0;273869.0;275905.0;257275.0;118.0;117.0;116.0;107.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Comcast;employees;190000.0;168000.0;189000.0;186000.0;110.0;125.0;109.0;113.0;"]50% ; 60%]";"]60% ; 70%]";"]50% ; 60%]";"]50% ; 60%]"
Comcast;profits_m;13057.0;10534.0;14159.0;5370.0;35.0;40.0;56.0;149.0;"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]";"]70% ; 80%]"
Comcast;revenues_m;108942.0;103564.0;116385.0;121427.0;63.0;64.0;73.0;77.0;"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]";"]40% ; 50%]"
Commonwealth Bank of Australia;assets_m;685114.0;698586.0;0.0;0.0;51.0;55.0;0.0;0.0;"]50% ; 60%]";"]60% ; 70%]";na_class;na_class
Commonwealth Bank of Australia;employees;45165.0;43585.0;0.0;0.0;378.0;384.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Commonwealth Bank of Australia;profits_m;6127.0;6457.0;0.0;0.0;91.0;73.0;0.0;0.0;"]60% ; 70%]";"]60% ; 70%]";na_class;na_class
Commonwealth Bank of Australia;revenues_m;29967.0;24362.0;0.0;0.0;414.0;497.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Compal Electronics;assets_m;12766.0;16628.0;19380.0;14767.0;484.0;476.0;472.0;484.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Compal Electronics;employees;81743.0;112761.0;109709.0;73120.0;285.0;199.0;207.0;294.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]"
Compal Electronics;profits_m;225.0;318.0;452.0;245.0;407.0;375.0;421.0;428.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Compal Electronics;revenues_m;31723.0;35619.0;44243.0;36040.0;394.0;339.0;317.0;417.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Compass Group;assets_m;16399.0;19030.0;0.0;20870.0;476.0;469.0;0.0;467.0;"]90% ; 100%]";"]90% ; 100%]";na_class;"]90% ; 100%]"
Compass Group;employees;596452.0;548143.0;0.0;513707.0;8.0;10.0;0.0;14.0;"]10% ; 20%]";"]10% ; 20%]";na_class;"]10% ; 20%]"
Compass Group;profits_m;1416.0;170.0;0.0;1421.0;296.0;394.0;0.0;312.0;"]90% ; 100%]";"]90% ; 100%]";na_class;"]90% ; 100%]"
Compass Group;revenues_m;31736.0;25413.0;0.0;32564.0;393.0;476.0;0.0;466.0;"]90% ; 100%]";"]90% ; 100%]";na_class;"]90% ; 100%]"
ConocoPhillips;assets_m;70514.0;0.0;90661.0;93829.0;279.0;0.0;265.0;242.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
ConocoPhillips;employees;10400.0;0.0;9900.0;9500.0;472.0;0.0;475.0;471.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
ConocoPhillips;profits_m;7189.0;0.0;8079.0;18680.0;76.0;0.0;104.0;32.0;"]50% ; 60%]";na_class;"]60% ; 70%]";"]40% ; 50%]"
ConocoPhillips;revenues_m;36670.0;0.0;48349.0;82156.0;346.0;0.0;284.0;149.0;"]80% ; 90%]";na_class;"]70% ; 80%]";"]50% ; 60%]"
Contemporary Amperex Technology;assets_m;0.0;0.0;0.0;87130.0;0.0;0.0;0.0;260.0;na_class;na_class;na_class;"]90% ; 100%]"
Contemporary Amperex Technology;employees;0.0;0.0;0.0;118914.0;0.0;0.0;0.0;188.0;na_class;na_class;na_class;"]70% ; 80%]"
Contemporary Amperex Technology;profits_m;0.0;0.0;0.0;4568.0;0.0;0.0;0.0;175.0;na_class;na_class;na_class;"]80% ; 90%]"
Contemporary Amperex Technology;revenues_m;0.0;0.0;0.0;48849.0;0.0;0.0;0.0;290.0;na_class;na_class;na_class;"]80% ; 90%]"
